Undaunted: Stalingrad~~~Game~Trevor Benjamin~105.67~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4728/9781472852670.jpg~https://www.bookdepository.com/Undaunted-Stalingrad-Trevor-Benjamin/9781472852670
Where the Crawdads Sing~4.43~2198991.0~Paperback~Delia Owens~12.82~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4721/9781472154668.jpg~https://www.bookdepository.com/Where-Crawdads-Sing-Delia-Owens/9781472154668
Brain Games For Clever Kids (R)~4.26~163.0~Paperback~Gareth Moore~9.14~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7805/9781780552491.jpg~https://www.bookdepository.com/Brain-Games-For-Clever-Kids-R-Gareth-Moore/9781780552491
The Secret History : From the Pulitzer Prize-winning author of The Goldfinch~4.17~498618.0~Paperback~Donna Tartt~15.36~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1401/9780140167771.jpg~https://www.bookdepository.com/Secret-History-Donna-Tartt/9780140167771
The Body Keeps the Score : Mind, Brain and Body in the Transformation of Trauma~4.47~106834.0~Paperback~Bessel Van Der Kolk~17.57~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1419/9780141978611.jpg~https://www.bookdepository.com/Body-Keeps-Score-Bessel-Van-Der-Kolk/9780141978611
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition)~~~Paperback~Mo Xiang Tong Xiu;~28.5~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6857/9781685798406.jpg~https://www.bookdepository.com/Grandmaster-Demonic-Cultivation-Mo-Dao-Zu-Shi-Novel-Vol-5-Special-Edition-Mo-Xiang-Tong-Xiu/9781685798406
The Thursday Murder Club : (The Thursday Murder Club 1)~3.93~266806.0~Paperback~Richard Osman~14.08~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241988268.jpg~https://www.bookdepository.com/Thursday-Murder-Club-Richard-Osman/9780241988268
Surrender : Bono Autobiography: 40 Songs, One Story~4.41~775.0~Hardback~Bono~29.5~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5291/9781529151787.jpg~https://www.bookdepository.com/Surrender-Bono/9781529151787
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4~4.78~659.0~Paperback~Mo Xiang Tong Xiu~21.93~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6385/9781638583011.jpg~https://www.bookdepository.com/Grandmaster-Demonic-Cultivation-Mo-Dao-Zu-Shi-Novel-Vol-4-Mo-Xiang-Tong-Xiu/9781638583011
I'm Glad My Mom Died~4.61~205104.0~Hardback~Jennette McCurdy~24.89~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9821/9781982185824.jpg~https://www.bookdepository.com/Im-Glad-My-Mom-Died-Jennette-McCurdy/9781982185824
Small Things Like These : Shortlisted for the Booker Prize 2022~4.21~32384.0~Paperback~Claire Keegan~13.3~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5713/9780571368709.jpg~https://www.bookdepository.com/Small-Things-Like-These-Claire-Keegan/9780571368709
The Seven Moons of Maali Almeida : Winner of the Booker Prize 2022~4.13~2179.0~Hardback~Shehan Karunatilaka~22.13~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9087/9781908745903.jpg~https://www.bookdepository.com/Seven-Moons-Maali-Almeida-Shehan-Karunatilaka/9781908745903
The Light We Carry : Overcoming In Uncertain Times~4.39~1320.0~Hardback~Michelle Obama~27.96~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2416/9780241621240.jpg~https://www.bookdepository.com/Light-We-Carry-Michelle-Obama/9780241621240
Taste : The No.1 Sunday Times Bestseller~4.24~41889.0~Paperback~Stanley Tucci~15.79~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241501009.jpg~https://www.bookdepository.com/Taste-Stanley-Tucci/9780241501009
A Good Girl's Guide to Murder~4.36~421727.0~Paperback~Holly Jackson~13.57~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4052/9781405293181.jpg~https://www.bookdepository.com/Good-Girls-Guide-Murder-Holly-Jackson/9781405293181
The World~5.0~1.0~Hardback~Simon Sebag Montefiore~42.88~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2978/9780297869672.jpg~https://www.bookdepository.com/World-Simon-Sebag-Montefiore/9780297869672
Twisted Love~3.77~192364.0~Paperback~Ana Huang~13.1~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3494/9780349434278.jpg~https://www.bookdepository.com/Twisted-Love-Ana-Huang/9780349434278
Diary of a Wimpy Kid: Diper OEverloede (Book 17)~4.23~1518.0~Hardback~Jeff Kinney~17.14~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241583081.jpg~https://www.bookdepository.com/Diary-Wimpy-Kid-Diper-OEverloede-Book-17-Jeff-Kinney/9780241583081
Just One Thing : How simple changes can transform your life: THE SUNDAY TIMES BESTSELLER~4.36~61.0~Hardback~Dr Michael Mosley~17.88~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7807/9781780725512.jpg~https://www.bookdepository.com/Just-One-Thing-Dr-Michael-Mosley/9781780725512
Ugly Love~4.2~1014958.0~Paperback~Colleen Hoover~13.15~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471136726.jpg~https://www.bookdepository.com/Ugly-Love-Colleen-Hoover/9781471136726
They Know Not What They Do~3.81~3802.0~Paperback~Jussi Valtonen~14.41~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7860/9781786073532.jpg~https://www.bookdepository.com/They-Know-Not-What-They-Do-Jussi-Valtonen/9781786073532
