nombre~rating~rating_count~formato~autor~precio~imagen~url
It Ends With Us: The most heartbreaking novel you'll ever read : The most heartbreaking novel you'll ever read~4.36~1803902.0~Paperback~Colleen Hoover~12.84~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471156267.jpg~https://www.bookdepository.com/It-Ends-With-Us-most-heartbreaking-novel-youll-ever-read-Colleen-Hoover/9781471156267
Verity : The thriller that will capture your heart and blow your mind~4.4~1351569.0~Paperback~Colleen Hoover~11.94~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4087/9781408726600.jpg~https://www.bookdepository.com/Verity-Colleen-Hoover/9781408726600
Before the Coffee Gets Cold~3.75~158777.0~Paperback~Toshikazu Kawaguchi~14.15~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529029581.jpg~https://www.bookdepository.com/Before-Coffee-Gets-Cold-Toshikazu-Kawaguchi/9781529029581
Atomic Habits : the life-changing million-copy #1 bestseller~4.38~489376.0~Paperback~James Clear~20.68~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8479/9781847941831.jpg~https://www.bookdepository.com/Atomic-Habits-James-Clear/9781847941831
The Tools : 5 Tools to Help You Find Courage, Creativity, and Willpower--and Inspire You to Live Life in Forward Motion~3.71~3362.0~Paperback~Phil Stutz~20.11~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8129/9780812983043.jpg~https://www.bookdepository.com/Tools-Phil-Stutz/9780812983043
Seven Husbands of Evelyn Hugo : The Sunday Times Bestseller~4.46~1635493.0~Paperback~Taylor Jenkins Reid~12.89~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398515697.jpg~https://www.bookdepository.com/Seven-Husbands-Evelyn-Hugo-Taylor-Jenkins-Reid/9781398515697
Roald Dahl's Marvellous Joke Book~3.92~223.0~Paperback~Roald Dahl~20.78~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141340555.jpg~https://www.bookdepository.com/Roald-Dahls-Marvellous-Joke-Book-Roald-Dahl/9780141340555
Letters from M/M (Paris)~~~Hardback~Paul McNeil~53.78~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5000/9780500025277.jpg~https://www.bookdepository.com/Letters-from-M-M-Paris-Paul-McNeil/9780500025277
The Midnight Library : The No.1 Sunday Times bestseller and worldwide phenomenon~4.03~1169326.0~Paperback~Matt Haig~13.18~https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7868/9781786892737.jpg~https://www.bookdepository.com/Midnight-Library-Matt-Haig/9781786892737
